"id","trait","note"
"UKB-b-9040","Operative procedures - main OPCS: R18.2 Lower uterine segment caesarean delivery NEC","41200#R182: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9043","Diagnoses - secondary ICD10: Z53.8 Procedure not carried out for other reasons","41204#Z538: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9049","Illness, injury, bereavement, stress in last 2 years: Serious illness, injury or assault of a close relative","6145#2: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9050","Eye problems/disorders: Injury or trauma resulting in loss of vision","6148#3: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9052","Speech-reception-threshold (SRT) estimate (left)","20019: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9054","Leg pain in calf/calves","5463: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9058","Non-cancer illness code, self-reported: eye/eyelid problem","20002#1242: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9074","Diagnoses - main ICD10: N35.9 Urethral stricture, unspecified","41202#N359: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9093","Arm predicted mass (left)","23126: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9099","3mm cylindrical power (right)","5116: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9107","Diagnoses - secondary ICD10: C50.9 Breast, unspecified","41204#C509: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9125","Non-cancer illness code, self-reported: rheumatoid arthritis","20002#1464: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9127","Illnesses of father: Chronic bronchitis/emphysema","20107#6: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9130","Pain type(s) experienced in last month: None of the above","6159#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9139","Reason for glasses/contact lenses: For a 'lazy' eye or an eye with poor vision since childhood (called 'amblyopia')","6147#6: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9155","Non-cancer illness code, self-reported: sleep apnoea","20002#1123: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-918","Type of cancer: ICD10: D06.9 Cervix, unspecified","40006#D069: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9190","Operation code: bunion/hallus valgus surgery","20004#1503: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9207","Treatment/medication code: amlodipine","20003#1140879802: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9216","Diagnoses - secondary ICD10: Z53.9 Procedure not carried out, unspecified reason","41204#Z539: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9224","Treatment/medication code: symbicort 100/6 turbohaler","20003#1141174520: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9242","Operative procedures - main OPCS: K75.1 Percutaneous transluminal balloon angioplasty and insertion of 1-2 drug-eluting stents into coronary artery","41200#K751: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9263","Operation code: inguinal/femoral hernia repair","20004#1403: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9270","Diagnoses - main ICD10: O68.0 Labour and delivery complicated by foetal heart rate anomaly","41202#O680: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-929","Frequency of tiredness / lethargy in last 2 weeks","2080: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9290","Treatment/medication code: cetirizine","20003#1140883504: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9294","Operative procedures - secondary OPCS: K63.6 Coronary arteriography NEC","41210#K636: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-93","Operative procedures - secondary OPCS: T87.3 Excision or biopsy of axillary lymph node","41210#T873: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9306","Non-cancer illness code, self-reported: back problem","20002#1294: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9312","Operative procedures - secondary OPCS: H22.1 Diagnostic fibreoptic endoscopic examination of colon and biopsy of lesion of colon","41210#H221: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9319","Operative procedures - secondary OPCS: M47.3 Removal of urethral catheter from bladder","41210#M473: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9321","Diagnoses - main ICD10: D12.8 Rectum","41202#D128: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9324","Number of trend entries","6038: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9333","Operative procedures - main OPCS: W90.1 Aspiration of joint","41200#W901: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9340","Operative procedures - main OPCS: H22.1 Diagnostic fibreoptic endoscopic examination of colon and biopsy of lesion of colon","41200#H221: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9346","Operation code: other urological surgery","20004#1219: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9368","Diagnoses - secondary ICD10: K22.1 Ulcer of oesophagus","41204#K221: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9369","Diagnoses - secondary ICD10: J22 Unspecified acute lower respiratory infection","41204#J22: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9386","Treatment/medication code: naproxen","20003#1140871462: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9405","Waist circumference","48: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9419","Operative procedures - main OPCS: M45.1 Diagnostic endoscopic examination of bladder and biopsy of lesion of bladder NEC","41200#M451: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9433","Age started oral contraceptive pill","2794: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9473","Operative procedures - main OPCS: G45.1 Fibreoptic endoscopic examination of upper gastrointestinal tract and biopsy of lesion of upper gastrointestinal tract","41200#G451: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9484","Operative procedures - main OPCS: D15.1 Myringotomy with insertion of ventilation tube through tympanic membrane","41200#D151: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9487","Age started hormone-replacement therapy (HRT)","3536: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9493","Diagnoses - secondary ICD10: M19.9 Arthrosis, unspecified","41204#M199: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9496","Non-cancer illness code, self-reported: oesophagitis/barretts oesophagus","20002#1139: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9509","Ever taken oral contraceptive pill","2784: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-953","Values wanted","20200: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9536","Diagnoses - main ICD10: D25.9 Leiomyoma of uterus, unspecified","41202#D259: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9537","Operative procedures - main OPCS: S06.9 Unspecified other excision of lesion of skin","41200#S069: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9543","Shortness of breath walking on level ground","4717: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9547","Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Oral contraceptive pill or minipill","6153#5: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9554","Total traffic load on major roads","24013: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-956","Illnesses of father: Parkinson's disease","20107#11: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9565","Diagnoses - main ICD10: H02.8 Other specified disorders of eyelid","41202#H028: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9568","Number of blood samples taken","68: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9571","Fractured bone site(s): Wrist","6151#5: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9581","Operative procedures - secondary OPCS: Y81.9 Unspecified spinal anaesthetic","41210#Y819: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9591","Diagnoses - main ICD10: N92.1 Excessive and frequent menstruation with irregular cycle","41202#N921: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9592","Operative procedures - main OPCS: K63.3 Angiocardiography of left side of heart NEC","41200#K633: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9596","Vitamin and mineral supplements: Vitamin A","6155#1: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9597","Diagnoses - main ICD10: O70.0 First degree perineal laceration during delivery","41202#O700: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9598","Why stopped smoking: Illness or ill health","6157#1: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-960","Smoking/smokers in household","1259: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-964","Diagnoses - main ICD10: I48 Atrial fibrillation and flutter","41202#I48: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9667","Illness, injury, bereavement, stress in last 2 years: Financial difficulties","6145#6: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9668","Diagnoses - secondary ICD10: N80.0 Endometriosis of uterus","41204#N800: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9685","Trunk predicted mass","23130: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-969","Time spend outdoors in summer","1050: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9694","Diagnoses - main ICD10: M23.22 Derangement of meniscus due to old tear or injury (Posterior cruciate ligament or Posterior horn of medial meniscus)","41202#M2322: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9696","Diagnoses - main ICD10: Z53.8 Procedure not carried out for other reasons","41202#Z538: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-970","Diagnoses - secondary ICD10: E11.9 Without complications","41204#E119: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9708","Diagnoses - main ICD10: M79.66 Pain in limb (Lower leg)","41202#M7966: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9712","Diagnoses - main ICD10: O26.8 Other specified pregnancy-related conditions","41202#O268: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9720","Operative procedures - main OPCS: C12.1 Excision of lesion of eyelid NEC","41200#C121: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9764","Operative procedures - main OPCS: S06.8 Other specified other excision of lesion of skin","41200#S068: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9787","Total errors traversing numeric path (trail #1)","20247: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9790","Treatment/medication code: cod liver oil capsule","20003#1140909674: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9797","Diagnoses - main ICD10: K56.6 Other and unspecified intestinal obstruction","41202#K566: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9816","Operative procedures - secondary OPCS: Y80.4 Intravenous anaesthetic NEC","41210#Y804: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9838","Pain type(s) experienced in last month: Back pain","6159#4: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9841","Diagnoses - secondary ICD10: Z88.1 Personal history of allergy to other antibiotic agents","41204#Z881: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9856","Non-cancer illness code, self-reported: trapped nerve/compressed nerve","20002#1257: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9873","Diagnoses - main ICD10: N39.3 Stress incontinence","41202#N393: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9882","Operation code: hip surgery (not replacement)","20004#1497: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9897","Operation code: dental/tooth surgery","20004#1527: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9917","Interval between previous point and current one in numeric path (trail #1)","20149: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9925","Diagnoses - secondary ICD10: J90 Pleural effusion, not elsewhere classified","41204#J90: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9930","Why reduced smoking: Illness or ill health","6158#1: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9937","Had major operations","2415: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9940","Treatment/medication code: furosemide","20003#1140909708: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9942","Nitrogen dioxide air pollution; 2010","24003: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9960","Leg pain on walking : action taken","5507: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9961","Operative procedures - secondary OPCS: Y50.8 Other specified approach through abdominal cavity","41210#Y508: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9971","Treatment/medication code: thyroxine product","20003#1140884516: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9976","External causes: Y83.1 Surgical operation with implant of artificial internal device","41201#Y831: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9981","Sensitivity / hurt feelings","1950: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-9991","Frequency of strenuous sports in last 4 weeks","991: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"ukb-d-20401","Ever addicted to any substance or behaviour",
"ukb-d-20403","Amount of alcohol drunk on a typical drinking day",
"ukb-d-20406","Ever addicted to alcohol",
"ukb-d-20407","Frequency of failure to fulfil normal expectations due to drinking alcohol in last year",
"ukb-d-20408","Frequency of memory loss due to drinking alcohol in last year",
"ukb-d-20409","Frequency of feeling guilt or remorse after drinking alcohol in last year",
"ukb-d-20412","Frequency of needing morning drink of alcohol after heavy drinking session in last year",
"ukb-d-20413","Frequency of inability to cease drinking in last year",
"ukb-d-20414","Frequency of drinking alcohol",
"ukb-d-20415","Ongoing addiction to alcohol",
"ukb-d-20416","Frequency of consuming six or more units of alcohol",
"ukb-d-20417","Tense, sore, or aching muscles during worst period of anxiety",
"ukb-d-20418","Impact on normal roles during worst period of anxiety",
"ukb-d-20419","Difficulty concentrating during worst period of anxiety",
"ukb-d-20421","Ever felt worried, tense, or anxious for most of a month or longer",
"ukb-d-20422","More irritable than usual during worst period of anxiety",
"ukb-d-20423","Keyed up or on edge during worst period of anxiety",
"ukb-d-20425","Ever worried more than most people would in similar situation",
"ukb-d-20426","Restless during period of worst anxiety",
"ukb-d-20427","Frequent trouble falling or staying asleep during worst period of anxiety",
"ukb-d-20428","Professional informed about anxiety",
"ukb-d-20429","Easily tired during worst period of anxiety",
"ukb-d-20431","Ever addicted to a behaviour or miscellanous",
"ukb-d-20435","Difficulty concentrating during worst depression",
"ukb-d-20436","Fraction of day affected during worst episode of depression",
"ukb-d-20437","Thoughts of death during worst depression",
"ukb-d-20438","Duration of worst depression",
"ukb-d-20439","Frequency of depressed days during worst episode of depression",
"ukb-d-20440","Impact on normal roles during worst period of depression",
"ukb-d-20441","Ever had prolonged loss of interest in normal activities",
"ukb-d-20442","Lifetime number of depressed periods",
"ukb-d-20445","Depression possibly related to childbirth",
"ukb-d-20446","Ever had prolonged feelings of sadness or depression",
"ukb-d-20447","Depression possibly related to stressful or traumatic event",
"ukb-d-20448","Professional informed about depression",
"ukb-d-20449","Feelings of tiredness during worst episode of depression",
"ukb-d-20450","Feelings of worthlessness during worst period of depression",
"ukb-d-20453","Ever taken cannabis",
"ukb-d-20454","Maximum frequency of taking cannabis",
"ukb-d-20458","General happiness",
"ukb-d-20459","General happiness with own health",
"ukb-d-20460","Belief that own life is meaningful",
"ukb-d-20462","Distress caused by unusual or psychotic experiences",
"ukb-d-20463","Ever heard an un-real voice",
"ukb-d-20467","Frequency of unusual or psychotic experiences in past year",
"ukb-d-20471","Ever seen an un-real vision",
"ukb-d-20477","Ever talked to a health professional about unusual or psychotic experiences",
"ukb-d-20479","Ever thought that life not worth living",
"ukb-d-20480","Ever self-harmed",
"ukb-d-20482","Number of times self-harmed",
"ukb-d-20483","Ever attempted suicide",
"ukb-d-20485","Ever contemplated self-harm",
"ukb-d-20486","Contemplated self-harm in past year",
"ukb-d-20487","Felt hated by family member as a child",
"ukb-d-20488","Physically abused by family as a child",
"ukb-d-20489","Felt loved as a child",
"ukb-d-20490","Sexually molested as a child",
"ukb-d-20491","Someone to take to doctor when needed as a child",
"ukb-d-20492","Longest period of mania or irritability",
"ukb-d-20493","Severity of problems due to mania or irritability",
"ukb-d-20494","Felt irritable or had angry outbursts in past month",
"ukb-d-20495","Avoided activities or situations because of previous stressful experience in past month",
"ukb-d-20496","Felt distant from other people in past month",
"ukb-d-20497","Repeated disturbing thoughts of stressful experience in past month",
"ukb-d-20498","Felt very upset when reminded of stressful experience in past month",
"ukb-d-20499","Ever sought or received professional help for mental distress",
"ukb-d-20500","Ever suffered mental distress preventing usual activities",
"ukb-d-20501","Ever had period of mania / excitability",
"ukb-d-20502","Ever had period extreme irritability",
"ukb-d-20505","Recent easy annoyance or irritability",
"ukb-d-20506","Recent feelings or nervousness or anxiety",
"ukb-d-20507","Recent feelings of inadequacy",
"ukb-d-20508","Recent trouble concentrating on things",
"ukb-d-20509","Recent inability to stop or control worrying",
"ukb-d-20510","Recent feelings of depression",
"ukb-d-20511","Recent poor appetite or overeating",
"ukb-d-20512","Recent feelings of foreboding",
"ukb-d-20513","Recent thoughts of suicide or self-harm",
"ukb-d-20514","Recent lack of interest or pleasure in doing things",
"ukb-d-20515","Recent trouble relaxing",
"ukb-d-20516","Recent restlessness",
"ukb-d-20517","Trouble falling or staying asleep, or sleeping too much",
"ukb-d-20518","Recent changes in speed/amount of moving or speaking",
"ukb-d-20519","Recent feelings of tiredness or low energy",
"ukb-d-20520","Recent worrying too much about different things",
"ukb-d-20521","Belittlement by partner or ex-partner as an adult",
"ukb-d-20522","Been in a confiding relationship as an adult",
"ukb-d-20523","Physical violence by partner or ex-partner as an adult",
"ukb-d-20524","Sexual interference by partner or ex-partner without consent as an adult",
"ukb-d-20525","Able to pay rent/mortgage as an adult",
"ukb-d-20526","Been in serious accident believed to be life-threatening",
"ukb-d-20527","Been involved in combat or exposed to war-zone",
"ukb-d-20528","Diagnosed with life-threatening illness",
"ukb-d-20529","Victim of physically violent crime",
"ukb-d-20530","Witnessed sudden violent death",
"ukb-d-20531","Victim of sexual assault",
"ukb-d-20532","Did your sleep change?",
"ukb-d-20533","Trouble falling asleep",
"ukb-d-20534","Sleeping too much",
"ukb-d-20535","Waking too early",
"ukb-d-20537","Frequency of difficulty controlling worry during worst period of anxiety",
"ukb-d-20538","Worried most days during period of worst anxiety",
"ukb-d-20539","Frequency of inability to stop worrying during worst period of anxiety",
"ukb-d-20540","Multiple worries during worst period of anxiety",
"ukb-d-20541","Difficulty stopping worrying during worst period of anxiety",
"ukb-d-20542","Stronger worrying (than other people) during period of worst anxiety",
"ukb-d-20543","Number of things worried about during worst period of anxiety",
"ukb-d-2956","General pain for 3+ months",
"ukb-d-30150","Eosinophill count",
"ukb-d-30160","Basophill count",
"ukb-d-30170","Nucleated red blood cell count",
"ukb-d-30230","Nucleated red blood cell percentage",
"ukb-d-3942","Adopted mother still alive",
"ukb-d-4067","Facial pains for 3+ months",
"ukb-d-4283","Number of rounds of numeric memory test performed",
"ukb-d-4946","FI2 : identify largest number",
"ukb-d-4957","FI3 : word interpolation",
"ukb-d-4968","FI4 : positional arithmetic",
"ukb-d-4979","FI5 : family relationship calculation",
"ukb-d-4990","FI6 : conditional arithmetic",
"ukb-d-5001","FI7 : synonym",
"ukb-d-5012","FI8 : chained arithmetic",
"ukb-d-5556","FI9 : concept interpolation",
"ukb-d-5674","Severity of manic/irritable episodes",
"ukb-d-5699","FI10 : arithmetic sequence recognition",
"ukb-d-5779","FI11 : antonym",
"ukb-d-5959","Previously smoked cigarettes on most/all days",
"ukb-d-A41","Diagnoses - main ICD10: A41 Other septicaemia",
"ukb-d-C18","Diagnoses - main ICD10: C18 Malignant neoplasm of colon",
"ukb-d-C34","Diagnoses - main ICD10: C34 Malignant neoplasm of bronchus and lung",
"ukb-d-C43","Diagnoses - main ICD10: C43 Malignant melanoma of skin",
"ukb-d-C67","Diagnoses - main ICD10: C67 Malignant neoplasm of bladder",
"ukb-d-C78","Diagnoses - main ICD10: C78 Secondary malignant neoplasm of respiratory and digestive organs",
"ukb-d-C79","Diagnoses - main ICD10: C79 Secondary malignant neoplasm of other sites",
"ukb-d-COLITNONINFNAS","Noninfectious colitis NAS",
"ukb-d-D05","Diagnoses - main ICD10: D05 Carcinoma in situ of breast",
"ukb-d-D12","Diagnoses - main ICD10: D12 Benign neoplasm of colon, rectum, anus and anal canal",
"ukb-d-D17","Diagnoses - main ICD10: D17 Benign lipomatous neoplasm",
"ukb-d-D22","Diagnoses - main ICD10: D22 Melanocytic naevi",
"ukb-d-D23","Diagnoses - main ICD10: D23 Other benign neoplasms of skin",
"ukb-d-D50","Diagnoses - main ICD10: D50 Iron deficiency anaemia",
"ukb-d-D64","Diagnoses - main ICD10: D64 Other anaemias",
"ukb-d-G43","Diagnoses - main ICD10: G43 Migraine",
"ukb-d-G45","Diagnoses - main ICD10: G45 Transient cerebral ischaemic attacks and related syndromes",
"ukb-d-G57","Diagnoses - main ICD10: G57 Mononeuropathies of lower limb",
"ukb-d-H00","Diagnoses - main ICD10: H00 Hordeolum and chalazion",
"ukb-d-H02","Diagnoses - main ICD10: H02 Other disorders of eyelid",
"ukb-d-H04","Diagnoses - main ICD10: H04 Disorders of lachrymal system",
"ukb-d-H33","Diagnoses - main ICD10: H33 Retinal detachments and breaks",
"ukb-d-H35","Diagnoses - main ICD10: H35 Other retinal disorders",
"ukb-d-H40","Diagnoses - main ICD10: H40 Glaucoma",
"ukb-d-I26","Diagnoses - main ICD10: I26 Pulmonary embolism",
"ukb-d-I47","Diagnoses - main ICD10: I47 Paroxysmal tachycardia",
"ukb-d-I50","Diagnoses - main ICD10: I50 Heart failure",
"ukb-d-I63","Diagnoses - main ICD10: I63 Cerebral infarction",
"ukb-d-J18","Diagnoses - main ICD10: J18 Pneumonia, organism unspecified",
"ukb-d-J32","Diagnoses - main ICD10: J32 Chronic sinusitis",
"ukb-d-J38","Diagnoses - main ICD10: J38 Diseases of vocal cords and larynx, not elsewhere classified",
"ukb-d-J45","Diagnoses - main ICD10: J45 Asthma",
"ukb-d-K01","Diagnoses - main ICD10: K01 Embedded and impacted teeth",
"ukb-d-K02","Diagnoses - main ICD10: K02 Dental caries",
"ukb-d-K04","Diagnoses - main ICD10: K04 Diseases of pulp and periapical tissues",
"ukb-d-K08","Diagnoses - main ICD10: K08 Other disorders of teeth and supporting structures",
"ukb-d-K13","Diagnoses - main ICD10: K13 Other diseases of lip and oral mucosa",
"ukb-d-K25","Diagnoses - main ICD10: K25 Gastric ulcer",
"ukb-d-K26","Diagnoses - main ICD10: K26 Duodenal ulcer",
"ukb-d-K31","Diagnoses - main ICD10: K31 Other diseases of stomach and duodenum",
"ukb-d-K42","Diagnoses - main ICD10: K42 Umbilical hernia",
"ukb-d-K56","Diagnoses - main ICD10: K56 Paralytic ileus and intestinal obstruction without hernia",
"ukb-d-K58","Diagnoses - main ICD10: K58 Irritable bowel syndrome",
"ukb-d-K59","Diagnoses - main ICD10: K59 Other functional intestinal disorders",
"ukb-d-K61","Diagnoses - main ICD10: K61 Abscess of anal and rectal regions",
"ukb-d-K63","Diagnoses - main ICD10: K63 Other diseases of intestine",
"ukb-d-K81","Diagnoses - main ICD10: K81 Cholecystitis",
"ukb-d-K92","Diagnoses - main ICD10: K92 Other diseases of digestive system",
"ukb-d-L02","Diagnoses - main ICD10: L02 Cutaneous abscess, furuncle and carbuncle",
"ukb-d-L57","Diagnoses - main ICD10: L57 Skin changes due to chronic exposure to nonionising radiation",
"ukb-d-L72","Diagnoses - main ICD10: L72 Follicular cysts of skin and subcutaneous tissue",
"ukb-d-L90","Diagnoses - main ICD10: L90 Atrophic disorders of skin",
"ukb-d-L98","Diagnoses - main ICD10: L98 Other disorders of skin and subcutaneous tissue, not elsewhere classified",
"ukb-d-M06","Diagnoses - main ICD10: M06 Other rheumatoid arthritis",
"ukb-d-M13","Diagnoses - main ICD10: M13 Other arthritis",
"ukb-d-M15","Diagnoses - main ICD10: M15 Polyarthrosis",
"ukb-d-M19","Diagnoses - main ICD10: M19 Other arthrosis",
"ukb-d-M25","Diagnoses - main ICD10: M25 Other joint disorders, not elsewhere classified",
"ukb-d-M47","Diagnoses - main ICD10: M47 Spondylosis",
"ukb-d-M48","Diagnoses - main ICD10: M48 Other spondylopathies",
"ukb-d-M51","Diagnoses - main ICD10: M51 Other intervertebral disk disorders",
"ukb-d-M65","Diagnoses - main ICD10: M65 Synovitis and tenosynovitis",
"ukb-d-M70","Diagnoses - main ICD10: M70 Soft tissue disorders related to use, overuse and pressure",
"ukb-d-M75","Diagnoses - main ICD10: M75 Shoulder lesions",
"ukb-d-M79","Diagnoses - main ICD10: M79 Other soft tissue disorders, not elsewhere classified",
"ukb-d-M84","Diagnoses - main ICD10: M84 Disorders of continuity of bone",
"ukb-d-N13","Diagnoses - main ICD10: N13 Obstructive and reflux uropathy",
"ukb-d-N30","Diagnoses - main ICD10: N30 Cystitis",
"ukb-d-N31","Diagnoses - main ICD10: N31 Neuromuscular dysfunction of bladder, not elsewhere classified",
"ukb-d-N35","Diagnoses - main ICD10: N35 Urethral stricture",
"ukb-d-N39","Diagnoses - main ICD10: N39 Other disorders of urinary system",
"ukb-d-N48","Diagnoses - main ICD10: N48 Other disorders of penis",
"ukb-d-N50","Diagnoses - main ICD10: N50 Other disorders of male genital organs",
"ukb-d-N60","Diagnoses - main ICD10: N60 Benign mammary dysplasia",
"ukb-d-N80","Diagnoses - main ICD10: N80 Endometriosis",
"ukb-d-N83","Diagnoses - main ICD10: N83 Noninflammatory disorders of ovary, Fallopian tube and broad ligament",
"ukb-d-N84","Diagnoses - main ICD10: N84 Polyp of female genital tract",
"ukb-d-N85","Diagnoses - main ICD10: N85 Other noninflammatory disorders of uterus, except cervix",
"ukb-d-N87","Diagnoses - main ICD10: N87 Dysplasia of cervix uteri",
"ukb-d-N90","Diagnoses - main ICD10: N90 Other noninflammatory disorders of vulva and perineum",
"ukb-d-N92","Diagnoses - main ICD10: N92 Excessive, frequent and irregular menstruation",
"ukb-d-N93","Diagnoses - main ICD10: N93 Other abnormal uterine and vaginal bleeding",
"ukb-d-N94","Diagnoses - main ICD10: N94 Pain and other conditions associated with female genital organs and menstrual cycle",
"ukb-d-N95","Diagnoses - main ICD10: N95 Menopausal and other perimenopausal disorders",
"ukb-d-O02","Diagnoses - main ICD10: O02 Other abnormal products of conception",
"ukb-d-O03","Diagnoses - main ICD10: O03 Spontaneous abortion",
"ukb-d-O26","Diagnoses - main ICD10: O26 Maternal care for other conditions predominantly related to pregnancy",
"ukb-d-O36","Diagnoses - main ICD10: O36 Maternal care for other known or suspected foetal problems",
"ukb-d-O63","Diagnoses - main ICD10: O63 Long labour",
"ukb-d-O68","Diagnoses - main ICD10: O68 Labour and delivery complicated by foetal stress [distress]",
